X,Y
49.850298,51.7256
49.950399,51.7487
50.0505,51.7652
50.150601,51.7685
50.250702,51.7619
50.350803,51.7454
50.450904,51.719
50.551005,51.686
50.651106,51.6431
50.751207,51.6035
50.851308,51.5672
50.951409,51.4979
51.05151,51.4913
51.151611,51.5045
51.251712,51.5474
51.351813,51.6035
51.451914,51.6629
51.552015,51.7256
51.652116,51.7817
51.752217,51.8114
51.852318,51.8345
51.952419,51.8444
52.05252,51.8477
52.152621,51.8378
52.252722,51.8213
52.352823,51.8015
52.452924,51.7784
52.553025,51.7553
52.653126,51.7388
52.753227,51.7223
52.853328,51.7124
52.953429,51.686
53.05353,51.686
53.153631,51.6893
53.253732,51.6959
53.353833,51.7091
53.453934,51.7322
53.554035,51.7586
53.654136,51.7817
53.754237,51.8015
53.854338,51.8147
53.954439,51.8147
54.05454,51.8081
54.154641,51.7982
54.254742,51.7916
54.354843,51.7883
54.454944,51.7883
54.555045,51.7982
54.655146,51.8114
54.755247,51.8312
54.855348,51.8477
54.955449,51.8543
55.05555,51.8642
55.155651,51.8675
55.255752,51.8576
55.355853,51.8477
55.455954,51.8312
55.556055,51.8114
55.656156,51.7949
55.756257,51.7784
55.856358,51.7652
55.956459,51.7586
56.05656,51.7553
56.156661,51.7553
56.256762,51.7586
56.356863,51.7652
56.456964,51.7718
56.557065,51.7817
56.657166,51.7949
56.757267,51.8081
56.857368,51.818
56.957469,51.8279
57.05757,51.8279
57.157671,51.8213
57.257772,51.8081
57.357873,51.7916
57.457974,51.7718
57.558075,51.7586
57.658176,51.7454
57.758277,51.7454
57.858378,51.7619
57.958479,51.7949
58.05858,51.8378
58.158681,51.8774
58.258782,51.9104
58.358883,51.9269
58.458984,51.9269
58.559085,51.9104
58.659186,51.8873
58.759287,51.8543
58.859388,51.8246
58.959489,51.7949
59.05959,51.7751
59.159691,51.7652
59.259792,51.7619
59.359893,51.7652
59.459994,51.7718
59.560095,51.7784
59.660196,51.7883
59.760297,51.7949
59.860398,51.8081
59.960499,51.8213
60.0606,51.8345
60.160701,51.8444
60.260802,51.8543
60.360903,51.8543
60.461004,51.8477
60.561105,51.8378
60.661206,51.8213
60.761307,51.8015
60.861408,51.7817
60.961509,51.7553
61.06161,51.7421
61.161711,51.7388
61.261812,51.7454
61.361913,51.7652
61.462014,51.7949
61.562115,51.8378
61.662216,51.8873
61.762317,51.9401
61.862418,51.9797
61.962519,52.0094
62.06262,52.0259
62.162721,52.0292
62.262822,52.0193
62.362923,51.9962
62.463024,51.9665
62.563125,51.9401
62.663226,51.9137
62.763327,51.8972
62.863428,51.8873
62.963529,51.8939
63.06363,51.9005
63.163731,51.9104
63.263832,51.9236
63.363933,51.9368
63.464034,51.9467
63.564135,51.9533
63.664236,51.9566
63.764337,51.9566
63.864438,51.9533
63.964539,51.9434
64.06464,51.9302
64.164741,51.917
64.264842,51.9104
64.364943,51.9038
64.465044,51.9038
64.565145,51.9071
64.665246,51.9071
64.765347,51.9071
64.865448,51.9005
64.965549,51.8972
65.06565,51.8906
65.165751,51.8807
65.265852,51.8675
65.365953,51.851
65.466054,51.8411
65.566155,51.8345
65.666256,51.8312
65.766357,51.8279
65.866458,51.8279
65.966559,51.8246
66.06666,51.8246
66.166761,51.8312
66.266862,51.851
66.366963,51.8774
66.467064,51.9137
66.567165,51.9533
66.667266,51.9863
66.767367,52.0094
66.867468,52.0292
66.967569,52.0226
67.06767,52.0028
67.167771,51.9731
67.267872,51.9335
67.367973,51.8939
67.468074,51.8576
67.568175,51.8378
67.668276,51.8312
67.768377,51.8378
67.868478,51.8576
67.968579,51.8906
68.06868,51.9302
68.168781,51.9665
68.268882,51.9995
68.368983,52.016
68.469084,52.0259
68.569185,52.0226
68.669286,52.016
68.769387,52.0061
68.869488,51.9962
68.969589,51.9764
69.06969,51.9533
69.169791,51.9269
69.269892,51.8939
69.369993,51.8576
69.470094,51.8279
69.570195,51.8015
69.670296,51.7817
69.770397,51.7685
69.870498,51.7718
69.970599,51.785
70.0707,51.8081
70.170801,51.8411
70.270902,51.8873
70.371003,51.9335
70.471104,51.9764
70.571205,52.0094
70.671306,52.0259
70.771407,52.0292
70.871508,52.0094
70.971609,51.9929
71.07171,51.9764
71.171811,51.9599
71.271912,51.9533
71.372013,51.9467
71.472114,51.9434
71.572215,51.9335
71.672316,51.9302
71.772417,51.9236
71.872518,51.9236
71.972619,51.9302
72.07272,51.9434
72.172821,51.9533
72.272922,51.9698
72.373023,51.9797
72.473124,51.9896
72.573225,51.9929
72.673326,51.9962
72.773427,51.9929
72.873528,51.9863
72.973629,51.983
73.07373,51.9797
73.173831,51.9797
73.273932,51.9797
73.374033,51.983
73.474134,51.9863
73.574235,51.9929
73.674336,51.9995
73.774437,52.0028
73.874538,52.0028
73.974639,51.9995
74.07474,51.9896
74.174841,51.9731
74.274942,51.9566
74.375043,51.9401
74.475144,51.9269
74.575245,51.917
74.675346,51.9137
74.775447,51.917
74.875548,51.9071
74.975649,51.9236
75.07575,51.95
75.175851,51.983
75.275952,52.016
75.376053,52.0457
75.476154,52.0622
75.576255,52.0622
75.676356,52.049
75.776457,52.0292
75.876558,52.0061
75.976659,51.9797
76.07676,51.9632
76.176861,51.9533
76.276962,51.95
76.377063,51.9566
76.477164,51.9698
76.577265,51.9896
76.677366,52.0094
76.777467,52.0292
76.877568,52.049
76.977669,52.0622
77.07777,52.0754
77.177871,52.0853
77.277972,52.0919
77.378073,52.0919
77.478174,52.0787
77.578275,52.0556
77.678376,52.0193
77.778477,51.9863
77.878578,51.9566
77.978679,51.9368
78.07878,51.9269
78.178881,51.9269
78.278982,51.9269
78.379083,51.9269
78.479184,51.9269
78.579285,51.9335
78.679386,51.9401
78.779487,51.9533
78.879588,51.9665
78.979689,51.9797
79.07979,51.9929
79.179891,51.9995
79.279992,52.0028
79.380093,51.9995
79.480194,51.9929
79.580295,51.983
79.680396,51.9698
79.780497,51.9566
79.880598,51.9467
79.980699,51.9434
80.0808,51.9467
80.180901,51.9533
80.281002,51.9698
80.381103,51.9896
80.481204,52.0061
80.581305,52.0226
80.681406,52.0325
80.781507,52.0325
80.881608,52.0094
80.981709,51.9929
81.08181,51.9665
81.181911,51.9401
81.282012,51.9203
81.382113,51.9038
81.482214,51.8972
81.582315,51.9005
81.682416,51.917
81.782517,51.9335
81.882618,51.9566
81.982719,51.9731
82.08282,51.9929
82.182921,52.0094
82.283022,52.0259
82.383123,52.0457
82.483224,52.0655
82.583325,52.082
82.683426,52.0952
82.783527,52.1051
82.883628,52.0952
82.983729,52.0886
83.08383,52.0688
83.183931,52.0391
83.284032,52.0028
83.384133,51.9665
83.484234,51.9434
83.584335,51.9302
83.684436,51.9302
83.784537,51.9335
83.884638,51.9335
83.984739,51.9302
84.08484,51.9236
84.184941,51.9137
84.285042,51.9104
84.385143,51.9137
84.485244,51.9236
84.585345,51.9401
84.685446,51.9632
84.785547,51.9863
84.885648,52.0127
84.985749,52.0358
85.08585,52.0589
85.185951,52.0787
85.286052,52.1018
85.386153,52.115
85.486254,52.1282
85.586355,52.1381
85.686456,52.1414
85.786557,52.1348
85.886658,52.1216
85.986759,52.0985
86.08686,52.0721
86.186961,52.049
86.287062,52.0325
86.387163,52.0325
86.487264,52.0457
86.587365,52.0622
86.687466,52.0853
86.787567,52.1117
86.887668,52.1117
86.987769,52.1381
87.08787,52.1612
87.187971,52.1843
87.288072,52.2008
87.388173,52.2074
87.488274,52.2041
87.588375,52.1909
87.688476,52.1711
87.788577,52.1513
87.888678,52.1315
87.988779,52.115
88.08888,52.1084
88.188981,52.1084
88.289082,52.1084
88.389183,52.1117
88.489284,52.1183
88.589385,52.1315
88.689486,52.148
88.789587,52.1645
88.889688,52.1711
88.989789,52.1777
89.08989,52.1711
89.189991,52.1513
89.290092,52.1216
89.390193,52.0853
89.490294,52.0424
89.590395,51.9995
89.690496,51.9698
89.790597,51.9467
89.890698,51.9368
89.990799,51.9434
90.0909,51.9665
90.191001,51.9995
90.291102,52.0391
90.391203,52.0787
90.491304,52.1612
90.591405,52.2338
90.691506,52.3031
90.791607,52.3592
90.891708,52.3955
90.991809,52.3889
91.09191,52.3658
91.192011,52.3262
91.292112,52.2734
91.392213,52.2173
91.492314,52.1645
91.592415,52.1216
91.692516,52.0886
91.792617,52.0721
91.892718,52.0589
91.992819,52.0523
92.09292,52.0523
92.193021,52.0523
92.293122,52.0523
92.393223,52.0556
92.493324,52.0589
92.593425,52.0688
92.693526,52.0919
92.793627,52.1249
92.893728,52.1513
92.993829,52.1876
93.09393,52.2206
93.194031,52.2503
93.294132,52.2668
93.394233,52.2734
93.494334,52.2734
93.594435,52.2668
93.694536,52.2536
93.794637,52.2338
93.894738,52.2107
93.994839,52.1843
94.09494,52.1612
94.195041,52.1348
94.295142,52.115
94.395243,52.0985
94.495344,52.0886
94.595445,52.0853
94.695546,52.1018
94.795647,52.1315
94.895748,52.1645
94.995849,52.2173
95.09595,52.2701
95.196051,52.3163
95.296152,52.3526
95.396253,52.3724
95.496354,52.3856
95.596455,52.3823
95.696556,52.3724
95.796657,52.346
95.896758,52.3097
95.996859,52.2602
96.09696,52.2107
96.197061,52.1612
96.297162,52.1216
96.397263,52.0985
96.497364,52.0919
96.597465,52.0985
96.697566,52.115
96.797667,52.1414
96.897768,52.1777
96.997869,52.2107
97.09797,52.2371
97.198071,52.2536
97.298172,52.2635
97.398273,52.2668
97.498374,52.2668
97.598475,52.2668
97.698576,52.2701
97.798677,52.2668
97.898778,52.2602
97.998879,52.2503
98.09898,52.2404
98.199081,52.2272
98.299182,52.214
98.399283,52.2074
98.499384,52.2041
98.599485,52.2107
98.699586,52.2305
98.799687,52.2668
98.899788,52.3064
98.999889,52.3559
99.09999,52.3922
99.200091,52.4153
99.300192,52.4219
99.400293,52.4054
99.500394,52.3856
99.600495,52.3526
99.700596,52.3163
99.800697,52.2833
99.900798,52.2602
100.000899,52.2437
100.101,52.2371
100.201101,52.2437
100.301202,52.2569
100.401303,52.2767
100.501404,52.2998
100.601505,52.3295
100.701606,52.3526
100.801707,52.3757
100.901808,52.3988
101.001909,52.4153
101.10201,52.4219
101.202111,52.4252
101.302212,52.4219
101.402313,52.412
101.502414,52.3988
101.602515,52.3856
101.702616,52.3691
101.802717,52.3559
101.902818,52.346
102.002919,52.3427
102.10302,52.3394
102.203121,52.3427
102.303222,52.346
102.403323,52.3526
102.503424,52.3625
102.603525,52.3724
102.703626,52.3823
102.803727,52.3889
102.903828,52.3724
103.003929,52.3823
103.10403,52.3889
103.204131,52.3955
103.304232,52.3988
103.404333,52.3988
103.504434,52.4021
103.604535,52.4087
103.704636,52.4153
103.804737,52.4219
103.904838,52.4252
104.004939,52.4285
104.10504,52.4318
104.205141,52.4285
104.305242,52.4285
104.405343,52.4285
104.505444,52.4252
104.605545,52.4252
104.705646,52.4219
104.805747,52.3889
104.905848,52.3856
105.005949,52.3889
105.10605,52.4021
105.206151,52.4252
105.306252,52.4516
105.406353,52.4813
105.506454,52.5044
105.606555,52.5143
105.706656,52.5209
105.806757,52.5176
105.906858,52.5143
106.006959,52.511
106.10706,52.511
106.207161,52.5044
106.307262,52.4978
106.407363,52.4879
106.507464,52.4747
106.607565,52.4648
106.707666,52.4648
106.807767,52.4516
106.907868,52.4681
107.007969,52.4912
107.10807,52.5209
107.208171,52.5506
107.308272,52.5803
107.408373,52.6034
107.508474,52.6199
107.608575,52.6331
107.708676,52.6397
107.808777,52.6364
107.908878,52.6199
108.008979,52.5968
108.10908,52.5704
108.209181,52.5407
108.309282,52.5176
108.409383,52.5077
108.509484,52.5044
108.609585,52.511
108.709686,52.5275
108.809787,52.5308
108.909888,52.5605
109.009989,52.5935
109.11009,52.6232
109.210191,52.6496
109.310292,52.6727
109.410393,52.6892
109.510494,52.7024
109.610595,52.7123
109.710696,52.7156
109.810797,52.7123
109.910898,52.709
110.010999,52.6991
110.1111,52.6859
110.211201,52.6727
110.311302,52.6595
110.411403,52.6529
110.511504,52.6463
110.611605,52.6496
110.711706,52.6628
110.811807,52.6661
110.911908,52.6925
111.012009,52.7222
111.11211,52.7552
111.212211,52.7948
111.312312,52.8344
111.412413,52.8674
111.512514,52.8971
111.612615,52.9202
111.712716,52.9334
111.812817,52.9334
111.912918,52.9301
112.013019,52.9169
112.11312,52.907
112.213221,52.8938
112.313322,52.8839
112.413423,52.8839
112.513524,52.8905
112.613625,52.8938
112.713726,52.8971
112.813827,52.8641
112.913928,52.8509
113.014029,52.8344
113.11413,52.8179
113.214231,52.8047
113.314332,52.7948
113.414433,52.7948
113.514534,52.808
113.614635,52.8344
113.714736,52.8707
113.814837,52.9037
113.914938,52.9334
114.015039,52.9532
114.11514,52.9631
114.215241,52.9598
114.315342,52.9532
114.415443,52.94
114.515544,52.9268
114.615645,52.9136
114.715746,52.9004
114.815847,52.8773
114.915948,52.8773
115.016049,52.8872
115.11615,52.9004
115.216251,52.9235
115.316352,52.9532
115.416453,52.9895
115.516554,53.0225
115.616655,53.0555
115.716756,53.0885
115.816857,53.1182
115.916958,53.1413
116.017059,53.1578
116.11716,53.171
116.217261,53.171
116.317362,53.1611
116.417463,53.1446
116.517564,53.1182
116.617665,53.0951
116.717766,53.072
116.817867,53.0324
116.917968,53.0324
117.018069,53.0357
117.11817,53.0423
117.218271,53.0522
117.318372,53.0654
117.418473,53.0885
117.518574,53.1215
117.618675,53.1677
117.718776,53.2205
117.818877,53.27
117.918978,53.3063
118.019079,53.3261
118.11918,53.336
118.219281,53.3327
118.319382,53.3294
118.419483,53.3261
118.519584,53.3228
118.619685,53.3162
118.719786,53.3063
118.819887,53.2865
118.919988,53.2766
119.020089,53.2634
119.12019,53.2568
119.220291,53.2601
119.320392,53.2733
119.420493,53.2898
119.520594,53.3096
119.620695,53.3294
119.720796,53.3426
119.820897,53.3525
119.920998,53.3558
120.021099,53.3525
120.1212,53.3459
120.221301,53.336
120.321402,53.3294
120.421503,53.3261
120.521604,53.3327
120.621705,53.3459
120.721806,53.3723
120.821907,53.3888
120.922008,53.4218
121.022109,53.4548
121.12221,53.4845
121.222311,53.5076
121.322412,53.5274
121.422513,53.5472
121.522614,53.567
121.622715,53.5934
121.722816,53.6198
121.822917,53.6429
121.923018,53.6594
122.023119,53.6693
122.12322,53.6693
122.223321,53.6627
122.323422,53.6561
122.423523,53.6495
122.523624,53.6429
122.623725,53.6363
122.723826,53.633
122.823927,53.6297
122.924028,53.6297
123.024129,53.6264
123.12423,53.6264
123.224331,53.6231
123.324432,53.6198
123.424533,53.6165
123.524634,53.6165
123.624735,53.6231
123.724836,53.633
123.824937,53.6495
123.925038,53.6726
124.025139,53.7023
124.12524,53.732
124.225341,53.7683
124.325442,53.8013
124.425543,53.831
124.525644,53.8541
124.625745,53.8673
124.725846,53.8739
124.825947,53.8475
124.926048,53.8376
125.026149,53.8178
125.12625,53.798
125.226351,53.7782
125.326452,53.7617
125.426553,53.7551
125.526654,53.7584
125.626755,53.7782
125.726856,53.8112
125.826957,53.8475
125.927058,53.8871
126.027159,53.9267
126.12726,53.9531
126.227361,53.9729
126.327462,53.9795
126.427563,53.9762
126.527664,53.9564
126.627765,53.9366
126.727866,53.9102
126.827967,53.8706
126.928068,53.8508
127.028169,53.8343
127.12827,53.8277
127.228371,53.831
127.328472,53.8409
127.428573,53.8574
127.528674,53.8805
127.628775,53.9069
127.728876,53.9333
127.828977,53.9696
127.929078,54.0125
128.029179,54.062
128.12928,54.1148
128.229381,54.161
128.329482,54.194
128.429583,54.2138
128.529684,54.2204
128.629785,54.2039
128.729886,54.1775
128.829987,54.1346
128.930088,54.0983
129.030189,54.0653
129.13029,54.0455
129.230391,54.0389
129.330492,54.0488
129.430593,54.0752
129.530694,54.1181
129.630795,54.1775
129.730896,54.2501
129.830997,54.3161
129.931098,54.3722
130.031199,54.4085
130.1313,54.4283
130.231401,54.425
130.331502,54.4118
130.431603,54.3887
130.531704,54.3557
130.631805,54.3227
130.731906,54.2897
130.832007,54.2435
130.932108,54.2303
131.032209,54.2303
131.13231,54.2435
131.232411,54.2732
131.332512,54.3095
131.432613,54.3524
131.532714,54.3986
131.632815,54.4382
131.732916,54.4712
131.833017,54.4943
131.933118,54.5108
132.033219,54.5174
132.13332,54.5141
132.233421,54.5042
132.333522,54.4877
132.433623,54.4712
132.533724,54.4514
132.633825,54.4382
132.733926,54.4283
132.834027,54.4085
132.934128,54.4085
133.034229,54.4316
133.13433,54.4679
133.234431,54.5207
133.334532,54.5834
133.434633,54.6461
133.534734,54.6989
133.634835,54.7352
133.734936,54.755
133.835037,54.7583
133.935138,54.755
134.035239,54.7385
134.13534,54.722
134.235441,54.7055
134.335542,54.6923
134.435643,54.689
134.535744,54.6989
134.635845,54.7088
134.735946,54.722
134.836047,54.7121
134.936148,54.7187
135.036249,54.7286
135.13635,54.7517
135.236451,54.7814
135.336552,54.821
135.436653,54.8606
135.536754,54.8903
135.636855,54.9134
135.736956,54.9266
135.837057,54.9332
135.937158,54.9464
136.037259,54.9629
136.13736,54.9827
136.237461,55.0025
136.337562,55.0157
136.437663,55.0289
136.537764,55.0388
136.637865,55.0454
136.737966,55.0553
136.838067,55.0388
136.938168,55.0487
137.038269,55.0586
137.13837,55.0619
137.238471,55.0619
137.338572,55.0586
137.438673,55.0586
137.538774,55.0652
137.638875,55.0817
137.738976,55.1048
137.839077,55.1411
137.939178,55.1807
138.039279,55.2236
138.13938,55.2599
138.239481,55.2863
138.339582,55.3028
138.439683,55.3028
138.539784,55.2929
138.639885,55.2863
138.739986,55.2797
138.840087,55.2665
138.940188,55.2731
139.040289,55.2797
139.14039,55.2896
139.240491,55.2995
139.340592,55.3061
139.440693,55.316
139.540794,55.3259
139.640895,55.3391
139.740996,55.3523
139.841097,55.3688
139.941198,55.382
140.041299,55.3952
140.1414,55.4084
140.241501,55.4249
140.341602,55.448
140.441703,55.4744
140.541804,55.5008
140.641905,55.5239
140.742006,55.5305
140.842107,55.5008
140.942208,55.4876
141.042309,55.4744
141.14241,55.4612
141.242511,55.4579
141.342612,55.4612
141.442713,55.481
141.542814,55.514
141.642915,55.5602
141.743016,55.6163
141.843117,55.6724
141.943218,55.7153
142.043319,55.745
142.14342,55.7615
142.243521,55.7648
142.343622,55.7648
142.443723,55.7615
142.543824,55.7582
142.643925,55.7516
142.744026,55.7483
142.844127,55.7318
142.944228,55.7285
143.044329,55.7252
143.14443,55.7285
143.244531,55.7318
143.344632,55.7384
143.444733,55.7483
143.544834,55.7615
143.644935,55.7813
143.745036,55.8044
143.845137,55.8341
143.945238,55.8638
144.045339,55.9001
144.14544,55.9397
144.245541,55.9727
144.345642,55.9991
144.445743,56.0189
144.545844,56.0321
144.645945,56.042
144.746046,56.0519
144.846147,56.075
144.946248,56.0783
145.046349,56.0816
145.14645,56.0816
145.246551,56.0816
145.346652,56.0816
145.446753,56.0717
145.546854,56.0519
145.646955,56.0288
145.747056,56.0057
145.847157,55.9826
145.947258,55.976
146.047359,55.9925
146.14746,56.0255
146.247561,56.0717
146.347662,56.1311
146.447763,56.1938
146.547864,56.2466
146.647965,56.2862
146.748066,56.3093
146.848167,56.3258
146.948268,56.3093
147.048369,56.2862
147.14847,56.2565
147.248571,56.2268
147.348672,56.2037
147.448773,56.1872
147.548874,56.1872
147.648975,56.2037
147.749076,56.2334
147.849177,56.2697
147.949278,56.3159
148.049379,56.3621
148.14948,56.4116
148.249581,56.4545
148.349682,56.4974
148.449783,56.5337
148.549884,56.5634
148.649985,56.5832
148.750086,56.5799
148.850187,56.57
148.950288,56.5436
149.050389,56.5172
149.15049,56.4875
149.250591,56.4677
149.350692,56.4545
149.450793,56.4545
149.550894,56.471
149.650995,56.4974
149.751096,56.5337
149.851197,56.5799
149.951298,56.6261
150.051399,56.6723
150.1515,56.7119
150.251601,56.7482
150.351702,56.7779
150.451803,56.801
150.551904,56.8142
150.652005,56.8241
150.752106,56.8109
150.852207,56.8109
150.952308,56.8076
151.052409,56.8043
151.15251,56.801
151.252611,56.8076
151.352712,56.8175
151.452813,56.834
151.552914,56.8604
151.653015,56.8901
151.753116,56.9231
151.853217,56.9594
151.953318,56.9957
152.053419,57.032
152.15352,57.0683
152.253621,57.1013
152.353722,57.1277
152.453823,57.1442
152.553924,57.1541
152.654025,57.1574
152.754126,57.1343
152.854227,57.1244
152.954328,57.1112
153.054429,57.098
153.15453,57.0914
153.254631,57.0914
153.354732,57.0947
153.454833,57.098
153.554934,57.0947
153.655035,57.0815
153.755136,57.065
153.855237,57.0518
153.955338,57.0452
154.055439,57.0584
154.15554,57.0815
154.255641,57.1211
154.355742,57.1772
154.455843,57.2366
154.555944,57.3026
154.656045,57.3653
154.756146,57.4346
154.856247,57.4841
154.956348,57.5204
155.056449,57.5402
155.15655,57.5468
155.256651,57.5402
155.356752,57.5204
155.456853,57.4907
155.556954,57.4511
155.657055,57.4082
155.757156,57.3752
155.857257,57.3455
155.957358,57.3389
156.057459,57.3488
156.15756,57.3785
156.257661,57.4214
156.357762,57.4742
156.457863,57.527
156.557964,57.5831
156.658065,57.626
156.758166,57.6788
156.858267,57.7085
156.958368,57.725
157.058469,57.7349
157.15857,57.7415
157.258671,57.7448
157.358772,57.7481
157.458873,57.7448
157.558974,57.7349
157.659075,57.7151
